"ID","Type","Tool","Summary","AllLabels","Opened","OpenedTimestamp"
"552","Enhancement","mk_slave_move","mk-slave-move needs an option to specify the grandparent, in case the master is dead","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_slave_move","Aug 12, 2009 18:13:20","1250100800"
"547","Enhancement","mk_query_advisor","Detect queries that have duplicated columns","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_advisor, Tag-sqlparsing","Aug 07, 2009 09:41:38","1249638098"
"543","Enhancement","mk_query_digest","Sort by expressions like Rows_sent/Rows_examined in mk-query-digest","Type-Enhancement, Effort-Easy, Benefit-Helpful, Tool-mk_query_digest, Tag-POD, QuickWin","Aug 04, 2009 14:14:40","1249395280"
"541","Enhancement","mk_query_digest","Sort by ninetyfive, stddev and med in mk-query-digest","Type-Enhancement, Effort-Extensive, Benefit-Helpful, Tool-mk_query_digest, Tag-reporting, CodeCleanup, Tag-refactoring, Tag-pipeline","Aug 04, 2009 14:13:17","1249395197"
"535","Enhancement","mk_query_digest","Make mk-query-digest parse the postgresql log format","Type-Enhancement, Effort-Moderate, Benefit-LifeChanging, Tool-mk_query_digest, Tag-logparser, Tag-postgres","Jul 24, 2009 21:17:19","1248470239"
"532","Defect","mk_table_checksum","mk-table-checksum problem when DSN refers to SSH tunnel from localhost","Type-Defect, Severity-Serious, Effort-Moderate, Benefit-Helpful, Tool-mk_table_checksum, Tag-ssh, Tag-dbdmysql","Jul 20, 2009 13:34:57","1248096897"
"529","Enhancement","mk_query_digest","Calculate ""real"" concurrency with mk-query-digest","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, Tag-timeseries, Tag-concurrency","Jul 13, 2009 15:48:32","1247500112"
"522","Enhancement","mk_slave_prefetch","mk-slave-prefetch: need to change --statistics to print only N top queries","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_slave_prefetch, Tag-instrumentation","Jul 08, 2009 20:17:02","1247084222"
"521","Enhancement","mk_slave_prefetch","Make mk-slave-prefetch optionally read the binlog from the server's master","Type-Enhancement, Effort-Moderate, Tool-mk_slave_prefetch, Tag-binlog, Benefit-Helpful","Jul 08, 2009 20:14:54","1247084094"
"520","Enhancement","mk_slave_prefetch","Make mk-slave-prefetch filter/throw away non-replicated DBs/tables","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_slave_prefetch, Tag-filtering","Jul 08, 2009 20:13:52","1247084032"
"519","Enhancement","mk_table_checksum","mk-table-checksum Needs A chunkcol Option","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_table_checksum, Tag-options, Tag-chunking","Jul 08, 2009 15:16:43","1247066203"
"513","Enhancement","mk_table_scan","mk-table-scan: don't scan table when table is clustered index","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_table_scan","Jul 06, 2009 17:50:32","1246902632"
"511","Enhancement","mk_query_digest","Make mk-query-digest report number of query variations","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, Tag-aggregation","Jul 04, 2009 20:08:14","1246738094"
"500","Enhancement","all","Modularize common subroutines like mysql_error_msg","Type-Enhancement, Effort-Extensive, Benefit-Minimal, Tool-all","Jul 02, 2009 14:56:57","1246546617"
"492","Enhancement","all","Get list of DSNs from table","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-all, Tag-DSN","Jul 02, 2009 14:17:28","1246544248"
"491","Enhancement","mk_find","mk-find: add --continue-on-error","Type-Enhancement, Effort-Easy, Benefit-Minimal, Tool-mk_find","Jul 02, 2009 14:13:29","1246544009"
"490","Enhancement","mk_find","mk-find: add --haskey(col), add --hascol","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_find","Jul 02, 2009 14:11:59","1246543919"
"488","Enhancement","mk_duplicate_key_checker","Shorten values printed in mk-duplicate-key-checker::print_key_summary()","Type-Enhancement, Effort-Easy, Benefit-Minimal, Tool-mk_duplicate_key_checker","Jul 02, 2009 14:06:04","1246543564"
"487","Enhancement","mk_fifo_split","mk-fifo-split: print %complete and ETA","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_fifo_split, Tag-progress","Jul 02, 2009 14:02:22","1246543342"
"486","Enhancement","mk_fifo_split","mk-fifo-split: make progress messages the default","Type-Enhancement, Effort-Easy, Benefit-Minimal, Tool-mk_fifo_split, Tag-progress","Jul 02, 2009 13:59:46","1246543186"
"482","Enhancement","mk_fifo_split","mk-fifo-split: print out $INPUT_LINE_NUMBER on exit (including exit by CTRL-C)","Type-Enhancement, Effort-Easy, Benefit-Minimal, Tool-mk_fifo_split","Jul 02, 2009 13:54:12","1246542852"
"481","Enhancement","mk_fifo_split","mk-fifo-split: add limit arguments so you can read a splice out of the middle","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_fifo_split","Jul 02, 2009 13:52:50","1246542770"
"480","Enhancement","mk_fifo_split","mk-fifo-split: support binmode","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_fifo_split","Jul 02, 2009 13:52:07","1246542727"
"472","Enhancement","mk_query_digest","EventTimeLine needs explicit attribs but attribs are auto-detected now","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_query_digest, Module-EventTimeline.pm, Tag-timeline","Jun 30, 2009 20:13:46","1246392826"
"463","Enhancement","mk_query_digest","Make mk-query-digest rewrite more kinds of long queries","Type-Enhancement, Effort-Extensive, Benefit-Minimal, Tool-mk_query_digest, Module-QueryRewriter.pm, Tag-queryrewriting","Jun 23, 2009 08:46:51","1245746811"
"461","Enhancement","mk_archiver","Add partition support to mk-archiver for re-partitioning","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_archiver, Tag-schema, Tag-partitioning","Jun 18, 2009 07:18:52","1245309532"
"454","Enhancement","mk_query_digest","Generate a list of tables and columns that a query accesses","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_query_digest, Tag-sqlparsing","Jun 08, 2009 17:58:32","1244483912"
"443","Enhancement","mk_schema_advisor","Make mk-schema-advisor alert when column matching (updat|insert|delet|creat)ed is not TIMESTAMP","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_schema_advisor","Jun 03, 2009 19:05:13","1244055913"
"439","Enhancement","mk_visual_explain","Make visual-explain tell which columns are used in the index","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_visual_explain, Tag-sqlparsing","Jun 03, 2009 15:38:53","1244043533"
"438","Task","new","Create mk-schema-sync","Type-Task, Effort-Extensive, Benefit-Helpful, Tool-new, Tag-schema, WishList","Jun 03, 2009 15:28:34","1244042914"
"436","Enhancement","mk_query_advisor","Detect queries that use multi-column IN clause","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_advisor","Jun 03, 2009 14:52:26","1244040746"
"435","Enhancement","mk_slave_delay","Make mk-slave-delay implement a different definition of 'delay'","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_slave_delay","Jun 03, 2009 14:48:35","1244040515"
"434","Enhancement","mk_table_sync","Make mk-slave-delay use a heartbeat table from mk-heartbeat","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_table_sync","Jun 03, 2009 14:20:37","1244038837"
"433","Enhancement","all","Add timezone to DSN syntax","Type-Enhancement, Effort-Easy, Benefit-Minimal, Tool-all, Tag-DSN","Jun 03, 2009 14:19:40","1244038780"
"432","Task","new","Make script or implement feature in existing script to determine how fast slave is replicating","Type-Task, Effort-Moderate, Benefit-Helpful, Tool-new, Tag-progress, Tag-replication, WishList","Jun 03, 2009 14:17:46","1244038666"
"431","Task","new","Make script to automate InnoDB recovery","Type-Task, Effort-Extensive, Benefit-Helpful, Tool-new, WishList, SolutionProposed","Jun 03, 2009 14:16:01","1244038561"
"423","Enhancement","mk_show_grants","Make mk-show-grants support column privileges","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_show_grants","Jun 01, 2009 13:32:56","1243863176"
"421","Enhancement","mk_table_sync","Add safety features to mk-table-sync","Type-Enhancement, Effort-Moderate, Benefit-LifeChanging, Tool-mk_table_sync, Tag-sqlcomments, Tag-sanitycheck","May 29, 2009 19:51:09","1243626669"
"411","Enhancement","mk_table_checksum","Make mk-table-sync and mk-table-checksum get filters from mysql server by default","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_table_checksum, Tag-filtering, Tag-replication","May 25, 2009 19:01:07","1243278067"
"405","Enhancement","","Implement extra rules in OptionParser like ""implies""","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Module-OptionParser.pm","May 23, 2009 15:28:37","1243092517"
"403","Task","new","Create mk-data-generator","Type-Task, Effort-Extensive, Benefit-Helpful, Tool-new, WishList","May 20, 2009 21:57:51","1242856671"
"400","Enhancement","mk_checksum_filter","Consider missing/extra tables as differences in mk-checksum-filter","Type-Enhancement, Effort-Easy, Benefit-Minimal, Tool-mk_checksum_filter, PatchContributed","May 19, 2009 15:35:54","1242747354"
"397","Enhancement","mk_query_digest","Make processlist sniffer use TIME_MS column when available","Type-Enhancement, Effort-Easy, Benefit-Minimal, Tool-mk_query_digest, Tag-processlist, Tag-3rdparty, QuickWin, Tag-querysource","May 15, 2009 14:44:21","1242398661"
"395","Enhancement","mk_query_digest","Make processlist sniffer capture information about temp tables, etc","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_query_digest, Tag-processlist","May 14, 2009 19:37:38","1242329858"
"389","Enhancement","all","Handle stupidly-quoted table and column names","Type-Enhancement, Effort-Easy, Benefit-Minimal, Tool-all, Tag-regex, Tag-quoting","May 07, 2009 20:39:26","1241728766"
"387","Enhancement","mk_table_sync","More useful comments in mk-table-sync statements","Type-Enhancement, Effort-Easy, Benefit-Minimal, Tool-mk_table_sync, Tag-sanitycheck, Tag-sqlcomments","May 06, 2009 00:31:14","1241569874"
"385","Enhancement","mk_table_checksum","Add partition support for table-checksum ","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_table_checksum, Tag-partitioning, Tag-filtering, Module-TableChunker.pm, Tag-options, Tag-chunking","May 04, 2009 23:07:46","1241478466"
"380","Task","new","Create mk-progress-report","Type-Task, Effort-Moderate, Benefit-Minimal, Tool-new, Tag-progress, WishList","May 01, 2009 13:29:36","1241184576"
"379","Enhancement","mk_table_sync","Make mk-table-sync multi-threaded","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_table_sync, Tag-forking, Tag-threading, Tag-peformance","May 01, 2009 13:22:50","1241184170"
"378","Enhancement","mk_table_checksum","Make mk-table-checksum try to use the index preferred by the optimizer","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_table_checksum, Tag-indexing, Tag-explain, Tag-chunking","May 01, 2009 06:02:12","1241157732"
"377","Enhancement","mk_table_sync","Make mk-table-sync print start/end times","Type-Enhancement, Effort-Easy, Benefit-Minimal, Tool-mk_table_sync, Tag-instrumentation","May 01, 2009 05:50:06","1241157006"
"376","Enhancement","mk_table_sync","Permit specifying an index for mk-table-sync","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_table_sync, Tag-indexing, Tag-chunking","May 01, 2009 05:38:31","1241156311"
"375","Enhancement","mk_table_sync","Make mk-table-sync choose better indexes","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_table_sync, Tag-performance, Tag-explain, Tag-chunking","May 01, 2009 05:37:12","1241156232"
"374","Enhancement","mk_table_sync","Add --progress to mk-table-sync","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_table_sync, Tag-progress","May 01, 2009 03:19:51","1241147991"
"372","Enhancement","mk_table_sync","Make mk-table-sync with --chunk do two-level chunking","Type-Enhancement, Effort-Extensive, Benefit-Minimal, Tool-mk_table_sync, Tag-performance, Tag-drilldown, Tag-syncalgorithm, Tag-chunking","May 01, 2009 03:14:29","1241147669"
"371","Enhancement","mk_table_sync","Make mk-table-sync preserve column order in SQL","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_table_sync, Tag-columnorder","May 01, 2009 03:11:53","1241147513"
"370","Enhancement","mk_table_sync","Make mk-table-sync do one transaction per chunk","Type-Enhancement, Effort-Easy, Benefit-Minimal, Tool-mk_table_sync, Tag-performance, Tag-commit","May 01, 2009 02:51:54","1241146314"
"369","Enhancement","mk_table_sync","Make completely lock-free syncs possible with mk-table-sync ","Type-Enhancement, Effort-Extensive, Benefit-Minimal, Tool-mk_table_sync, Tag-errorhandling, Tag-MVCC","May 01, 2009 02:50:06","1241146206"
"368","Task","new","Create backup/restore manager","Type-Task, Effort-Extensive, Benefit-Helpful, Tool-new, WishList, Tag-backup","Apr 30, 2009 22:38:31","1241131111"
"362","Enhancement","mk_table_sync","Optimize RowDiff.pm for early termination","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_table_sync, Module-RowDiff.pm, Tag-performance","Apr 29, 2009 01:21:59","1240968119"
"358","Enhancement","mk_parallel_dump","mk-parallel-dump on partition boundaries","Type-Enhancement, Effort-Extensive, Benefit-Minimal, Tool-mk_parallel_dump, Tag-chunking, Tag-partitioning","Apr 23, 2009 17:35:52","1240508152"
"354","Enhancement","mk_heartbeat","Add NOW_USEC() function to Maatkit and add support to mk-heartbeat","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_heartbeat, Tag-UDF","Apr 19, 2009 15:42:19","1240155739"
"347","Defect","","A badly rewritten query","Type-Defect, Severity-Minor, Effort-Moderate, Benefit-Minimal, Module-QueryRewriter.pm, Tag-queryrewriting, Tag-subquery","Apr 18, 2009 02:52:15","1240023135"
"345","Enhancement","mk_table_checksum","Make mk-table-checksum handle deadlocks and lock timeouts","Type-Enhancement, Effort-Moderate, Benefit-LifeChanging, Tool-mk_table_checksum, Tag-errorhandling","Apr 15, 2009 19:16:29","1239822989"
"342","Enhancement","mk_table_checksum","Make mk-table-checksum work better with binlog-do-db","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_table_checksum, Tag-replication, Tag-defaultdb","Apr 15, 2009 13:31:32","1239802292"
"341","Enhancement","mk_table_checksum","Make mk-table-checksum do relative-sized chunks","Type-Enhancement, Effort-Extensive, Benefit-Minimal, Tool-mk_table_checksum, Tag-performance, Tag-chunking","Apr 15, 2009 02:37:27","1239763047"
"338","Enhancement","all","Make all of tool's --help output come from POD","Type-Enhancement, Effort-Extensive, Benefit-Minimal, Tool-all, Tag-options, Tag-POD, Module-PodParser.pm, Module-OptionParser.pm, CodeCleanup","Apr 11, 2009 14:22:52","1239459772"
"333","Enhancement","all","Standardize regex patterns","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-all, CodeCleanup, Tag-regex","Mar 29, 2009 21:29:01","1238362141"
"327","Enhancement","mk_query_digest","Make mk-query-digest read the output of mysql-proxy","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_query_digest, Tag-lua, Tag-proxy","Mar 24, 2009 15:00:52","1237906852"
"324","Enhancement","mk_query_digest","Add schema to fingerprint and make --orderby handle multiple items","Type-Enhancement, Effort-Extensive, Benefit-Minimal, Tool-mk_query_digest, Tag-POD, QuickWin","Mar 19, 2009 13:14:12","1237468452"
"314","Defect","mk_table_sync","false varchar with int value handling in where clause causes performance issues","Type-Defect, Effort-Extensive, Benefit-Helpful, Tool-mk_table_sync, Tag-quoting, Tag-performance, Severity-Serious","Mar 08, 2009 11:08:45","1236510525"
"312","Enhancement","mk_table_sync","mk-table-sync: --columns option ignored when generating update commands!","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_table_sync","Mar 08, 2009 09:49:04","1236505744"
"310","Defect","mk_table_sync","mk-table-sync asks for password too many times","Type-Defect, Severity-Minor, Effort-Easy, Benefit-Minimal, Tool-mk_table_sync, Tag-connecting, Tag-DSN, Tag-usability","Mar 07, 2009 23:24:48","1236468288"
"309","Enhancement","all","Make --help not print values after normal output","Type-Enhancement, Effort-Extensive, Benefit-Minimal, Tool-all, Tag-options, Module-OptionParser.pm, Module-PodParser.pm","Mar 07, 2009 23:20:03","1236468003"
"305","Defect","mk_table_checksum","mk-table-checksum generates bad --where clause with --since","Type-Defect, Severity-Serious, Effort-Extensive, Benefit-Helpful, Tool-mk_table_checksum, Tag-lacksclarity, Tag-incremental","Mar 05, 2009 12:10:04","1236255004"
"304","Enhancement","mk_table_checksum","mk-table-checksum --replicate deletes old checksums even with --resume-replicate","Type-Enhancement, Effort-Extensive, Benefit-Helpful, Tool-mk_table_checksum, Tag-resume, Tag-replication, SolutionProposed","Mar 04, 2009 20:52:59","1236199979"
"299","Enhancement","mk_schema_advisor","Make mk-schema-advisor able to read a file","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_schema_advisor","Mar 01, 2009 20:27:57","1235939277"
"288","Defect","mk_slave_prefetch","mk-slave-prefetch does not respect MySQL's relay-log option/variable","Type-Defect, Severity-Serious, Effort-Moderate, Benefit-Helpful, Tool-mk_slave_prefetch, Tag-binlog, Tag-sysvar","Feb 25, 2009 23:03:58","1235603038"
"279","Other","","Make quick-download targets","Type-Other, Effort-Easy, Benefit-Minimal, Tag-website","Feb 21, 2009 12:42:33","1235220153"
"273","Enhancement","mk_query_digest","Use Google Charts API to enhance some tools","Type-Enhancement, Effort-Extensive, Benefit-Helpful, Tool-mk_query_digest, Tag-wishlist, Tag-graphing, WishList","Feb 15, 2009 17:17:52","1234718272"
"270","Enhancement","mk_table_checksum","Make mk-table-checksum use consistent snapshots when not --replicate","Type-Enhancement, Effort-Extensive, Benefit-Minimal, Tool-mk_table_checksum, Tag-3rdparty, Tag-MVCC","Feb 13, 2009 22:39:39","1234564779"
"261","Enhancement","mk_schema_advisor","Make mk-schema-advisor fingerprint table/db names","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_schema_advisor","Feb 01, 2009 15:11:40","1233501100"
"251","Defect","","PROCESSLIST sniffer does not deal with replication thread","Type-Defect, Severity-Minor, Effort-Moderate, Benefit-Helpful, Module-Processlist.pm, Tag-processlist, Tag-replication","Jan 26, 2009 14:03:08","1232978588"
"246","Task","new","Roll innotop into maatkit (mk-top?)","Type-Task, Effort-Extensive, Benefit-Minimal, Tool-new, WishList","Jan 23, 2009 16:48:14","1232729294"
"238","Task","new","Add init scripts for all tools","Type-Task, Effort-Extensive, Benefit-Helpful, Tool-new, Tag-script","Jan 16, 2009 06:18:43","1232086723"
"212","Enhancement","mk_query_digest","Make mk-query-digest time buckets more flexible","Type-Enhancement, Effort-Extensive, Benefit-Minimal, Tool-mk_query_digest, Tag-histogram, Tag-bucketizing, Tag-graphing","Jan 03, 2009 14:53:34","1230994414"
"201","Enhancement","mk_query_digest","Make mk-query-digest store information about query plans","Type-Enhancement, Effort-Extensive, Benefit-Helpful, Tool-mk_query_digest, Tag-explain","Dec 31, 2008 17:53:09","1230745989"
"193","Enhancement","mk_review_helper","Make a way to update mk-query-digest --review information","Type-Enhancement, Effort-Extensive, Benefit-Helpful, Tool-mk_review_helper, Tag-queryreview","Dec 29, 2008 04:04:38","1230523478"
"183","Enhancement","mk_find","Add an --ignoredb-regex option to mk-find","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_find","Dec 23, 2008 11:30:43","1230031843"
"176","Enhancement","mk_query_digest","Add a --tabulate report to mk-query-digest","Type-Enhancement, Effort-Extensive, Benefit-Helpful, Tool-mk_query_digest, Tag-reporting, Tag-crosstab","Dec 19, 2008 04:53:48","1229662428"
"169","Enhancement","mk_query_digest","Make mk-query-digest give progress reports","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_query_digest, QuickWin, Tag-progress","Dec 16, 2008 07:14:01","1229411641"
"158","Enhancement","mk_query_digest","Make mk-query-digest display row estimates","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, Tag-reporting, Tag-explain","Dec 11, 2008 22:31:05","1229034665"
"157","Enhancement","mk_query_digest","Make mk-query-digest reformat (pretty-print) queries","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, Tag-prettyprint, Tag-sqlparsing","Dec 11, 2008 22:19:49","1229033989"
"156","Enhancement","mk_query_digest","Show day/time clustering in mk-query-digest","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_query_digest, Tag-timeseries, Tag-clustering","Dec 11, 2008 22:18:12","1229033892"
"147","Task","new","New tool to parallelize replication","Type-Task, Effort-Extensive, Benefit-LifeChanging, Tool-new, Tag-replication, WishList","Dec 05, 2008 17:11:39","1228497099"
"146","Enhancement","mk_parallel_restore","Make mk-parallel-restore start the replication slave after restoring a dump.","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_parallel_restore, Tag-replication","Dec 05, 2008 06:35:26","1228458926"
"144","Enhancement","mk_parallel_dump","Make mk-parallel-dump stop and start individual replication threads","Type-Enhancement, Effort-Easy, Benefit-Helpful, Tool-mk_parallel_dump, Tag-replication","Dec 04, 2008 16:37:16","1228408636"
"143","Enhancement","mk_slave_move","Make mk-slave-move support promotion to master-master","Type-Enhancement, Effort-Extensive, Benefit-Helpful, Tool-mk_slave_move","Dec 04, 2008 15:19:41","1228403981"
"125","Enhancement","mk_slave_restart","mk-slave-restart should handle a new kind of log corruption","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_slave_restart, Tag-errorhandling","Nov 04, 2008 19:43:20","1225827800"
"101","Enhancement","mk_table_checksum","Refactor, improve and clean up mk-table-checksum internals","Type-Enhancement, Effort-Extensive, Benefit-Minimal, Tool-mk_table_checksum, CodeCleanup","Oct 17, 2008 19:47:02","1224272822"
"98","Enhancement","mk_table_checksum","Make mk-table-checksum support schema objects","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_table_checksum, Tag-I_S, Tag-schema","Oct 09, 2008 20:13:17","1223583197"
"91","Enhancement","mk_table_checksum","Make mk-table-checksum support CHECKSUM=1 for MyISAM tables","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_table_checksum, Tag-I_S, Tag-MyISAM","Oct 04, 2008 22:55:53","1223160953"
"88","Enhancement","mk_table_sync","Make mk-table-sync support reverse syncing","Type-Enhancement, Effort-Extensive, Benefit-Helpful, Tool-mk_table_sync, Tag-filtering, Tag-directionality","Oct 03, 2008 01:24:21","1222997061"
"80","Enhancement","mk_table_sync","Make mk-table-sync ignore auto-increment PK","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_table_sync, Tag-indexing, Tag-primarykey, Tag-innodb, Tag-autoincrement","Sep 30, 2008 12:54:36","1222779276"
"78","Enhancement","mk_table_sync","mk-table-sync should be able to skip checking for slave up-to-dateness","Type-Enhancement, Effort-Easy, Benefit-Helpful, Tool-mk_table_sync, Tag-replication, Tag-performance, Module-TableSyncer.pm, Tag-masterposwait","Sep 26, 2008 01:34:15","1222392855"
"76","Enhancement","mk_heartbeat","Add alerting mechanism to mk-heartbeat?","Type-Enhancement, Effort-Moderate, Benefit-LifeChanging, Tool-mk_heartbeat, Tag-plugin, Tag-monitoring, SolutionProposed","Sep 24, 2008 16:07:38","1222272458"
"73","Enhancement","mk_checksum_filter","Make mk-checksum-filter more helpful","Type-Enhancement, Effort-Moderate, Benefit-Minimal, Tool-mk_checksum_filter","Sep 23, 2008 01:54:57","1222134897"
"67","Enhancement","mk_table_checksum","Govern checksum speed by slave lag","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_table_checksum, Tag-performance, Tag-slavedelay, Tag-replication, Module-MasterSlave.pm, SolutionProposed","Sep 16, 2008 22:14:30","1221603270"
"38","Enhancement","mk_parallel_dump","Make mk-parallel-dump do a consistent MyISAM/InnoDB dump","Type-Enhancement, Effort-Moderate, Benefit-Helpful, Tool-mk_parallel_dump","Aug 11, 2008 14:44:34","1218465874"
"24","Enhancement","mk_table_checksum","check and report after running mk-table-checksum --replicate","Type-Enhancement, Effort-Extensive, Benefit-Minimal, Tool-mk_table_checksum","Aug 06, 2008 01:38:10","1217986690"
"20","Task","","Build FNV_64() binaries and make available as a download","Type-Task, Effort-Moderate, Benefit-Minimal, Tag-binaries","Aug 06, 2008 01:33:45","1217986425"
"19","Enhancement","","Add MURMUR_HASH() hash function as a UDF","Type-Enhancement, Effort-Extensive, Benefit-Minimal, PatchContributed, Tag-UDF, Tag-cplusplus","Aug 06, 2008 01:33:07","1217986387"

